SEMANA_LABEL;CODWCP;LINHA;CODPROD;DESCRPROD;OBSETIQUETA;CODVOL;USOPROD;SEGUNDA;TERCA;QUARTA;QUINTA;SEXTA;SABADO;DOMINGO;SEQ;QTDAPONTADA;APONT_SEG;APONT_TER;APONT_QUA;APONT_QUI;APONT_SEX;APONT_SAB;APONT_DOM;TOTALSEMANA;SALDOSEMANA
2025-43;104;RIBBON BLENDER 200 & MISTURA MANUAL - PREPARAÇÃO SECA;9985;TEMPERO DO CHEF 46,5 ENVASE;;TQ;Produto-Intermediário;4;;;;;;;;0.08602150537634409;0,08602;;;;;;;;
2025-43;122;TANQUE LIMPEZA 1000 - DETERGENTE 1;9991;DETERGENTE LIMAO 1000 ENVASE;;TQ;Produto-Intermediário;;1;;;1;;;;0.002;;0,00100;;;0,00100;;;;
2025-43;122;TANQUE LIMPEZA 1000 - DETERGENTE 1;9992;DETERGENTE MACA 1000 ENVASE;;TQ;Produto-Intermediário;;;2;2;;;;;0.002;;;0,00200;;;;;;
2025-43;122;TANQUE LIMPEZA 1000 - DETERGENTE 1;9993;DETERGENTE NEUTRO 1000 ENVASE;;TQ;Produto-Intermediário;2;5;2;;;;;;0.004;;0,00400;;;;;;;
2025-43;124;TANQUE LIMPEZA 1000 - AMACIANTE 1;9994;AMACIANTE CONFORT 1000 ENVASE;;TQ;Produto-Intermediário;;;1;1;;;;;0.002;;;0,00100;0,00100;;;;;
2025-43;124;TANQUE LIMPEZA 1000 - AMACIANTE 1;10001;AMACIANTE SUAVE 1000 ENVASE;;TQ;Produto-Intermediário;;;1;;;;;;0.001;;;0,00100;;;;;;
2025-43;125;TANQUE LIMPEZA 1000 - DESINFETANTE 1;10002;DESINFETANTE EUCALIPTO 1000 ENVASE;;TQ;Produto-Intermediário;;;;;;;;;0;;;;;;;;;
2025-43;125;TANQUE LIMPEZA 1000 - DESINFETANTE 1;10003;DESINFETANTE FLORAL 1000 ENVASE;;TQ;Produto-Intermediário;1;;;;;;;;0.001;0,00100;;;;;;;;
2025-43;125;TANQUE LIMPEZA 1000 - DESINFETANTE 1;10004;DESINFETANTE LAVANDA 1000 ENVASE;;TQ;Produto-Intermediário;;1;;;;;;;0.001;;0,00100;;;;;;;
2025-43;126;TANQUE LIMPEZA 700 - LIMPA ALUMINIO/CONCENTRADO 1;10006;LIMPA ALUMINIO 700 ENVASE;;TQ;Produto-Intermediário;7;;;;;;;;0;;;;;;;;;
2025-43;122;TANQUE LIMPEZA 1000 - DETERGENTE 1;10007;LAVA ROUPA 1000 ENVASE;;TQ;Produto-Intermediário;12;12;12;12;12;;;;0.046;0,01100;0,00600;0,01000;0,01100;0,00800;;;;
2025-43;122;TANQUE LIMPEZA 1000 - DETERGENTE 1;10008;DETERGENTE COCO 1000 ENVASE;;TQ;Produto-Intermediário;;;;;;;;;0;;;;;;;;;
2025-43;125;TANQUE LIMPEZA 1000 - DESINFETANTE 1;10011;DESENGRAXANTE DEGREASER CONC 1000 ENVASE;;TQ;Produto-Intermediário;;;;1;;;;;0.001;;;;0,00100;;;;;
2025-43;1;VINAGRE 500 1;10019;VINAGRE DE ALCOOL 500ML NORDESTAO;;CX;Venda;;1100;;;;;;;1098;;1.098,00000;;;;;;;
2025-43;104;RIBBON BLENDER 200 & MISTURA MANUAL - PREPARAÇÃO SECA;10101;PAPRICA DEFUMADA 50 ENVASE;;TQ;Produto-Intermediário;3;3;;2;;;;;0.12;0,06000;0,06000;;;;;;;
2025-43;104;RIBBON BLENDER 200 & MISTURA MANUAL - PREPARAÇÃO SECA;10118;TEMPERO PO CARNES 116,8 ENVASE;;TQ;Produto-Intermediário;;3;5;4;;;;;0.10273972602739725;;0,02568;0,04281;0,03425;;;;;
2025-43;104;RIBBON BLENDER 200 & MISTURA MANUAL - PREPARAÇÃO SECA;10120;TEMPERO PO FRANGO 119,85 ENVASE;;TQ;Produto-Intermediário;;;;3;;;;;0.025031289111389236;;;;0,02503;;;;;
2025-43;104;RIBBON BLENDER 200 & MISTURA MANUAL - PREPARAÇÃO SECA;10121;TEMPERO PO LEGUMES 119,5 ENVASE;;TQ;Produto-Intermediário;;;;;3;;;;0;;;;;;;;;
2025-43;101;EQUIPE FRACIONADO;10204;SOLUCAO CORANTE AZUL ALIMENTO 5 PROCESSO;;TQ;Produto-Intermediário;;;;;2;;;;0.4;;;;;0,40000;;;;
2025-44;3;TEMPERO 500 1 & 2;4;TEMPERO SEM PIMENTA 500G SADIO;;CX;Venda;;;;1900;;;;;1646;;;;1.646,00000;;;;;
2025-44;1;VINAGRE 500 1;8;VINAGRE DE ALCOOL 500ML SADIO;;CX;Venda;;528;;3875;6375;6375;6375;;23820;;397,00000;;3.066,00000;20.357,00000;;;;
2025-44;3;TEMPERO 500 1 & 2;10;MOLHO DE ALHO 500ML SADIO;;CX;Venda;;;;;528;;;;423;;;;;423,00000;;;;
2025-44;5;MOLHINHO 150 1;12;MOLHO DE ALHO 150ML SADIO;;CX;Venda;;;;2142;;;;;1827;;;;1.827,00000;;;;;
2025-44;5;MOLHINHO 150 1;14;MOLHO INGLES 150ML SADIO;;CX;Venda;;504;2142;;;;;;1805;;143,00000;1.662,00000;;;;;;
2025-44;3;TEMPERO 500 1 & 2;18;TEMPERO COMPLETO 500G LETO;;CX;Venda;;2584;1528;;924;;;;2527;;1.183,00000;681,00000;;663,00000;;;;
2025-44;102;EQUIPE KIT;37;KIT TEMPERO GOURMET ERVAS FINAS 1400 PROCESSO;DEMANDA;UN;Produto-Intermediário;;5;;;;;;;0;;;;;;;;;
2025-44;102;EQUIPE KIT;38;KIT TEMPERO GOURMET FRANGO 1400 PROCESSO;DEMANDA;UN;Produto-Intermediário;;4;;;;;;;0;;;;;;;;;
2025-44;112;TANQUE ALIMENTO 780 - PREPARAÇÃO QUENTE;41;POLPA DE MOSTARDA AMARELA 72 PROCESSO;;TQ;Produto-Intermediário;;;8;;;;;;0.1111111111111111;;;0,11111;;;;;;
2025-44;5;MOLHINHO 150 1;54;MOLHO SHOYU 150ML SADIO;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-44;3;TEMPERO 500 1 & 2;80;MOLHO INGLES 500ML SADIO;;CX;Venda;;;;;132;;;;159;;;;;159,00000;;;;
2025-44;3;TEMPERO 500 1 & 2;82;MOLHO SHOYU 500ML SADIO;;CX;Venda;;;;;132;;;;163;;;;;163,00000;;;;
2025-44;100;EQUIPE MOAGEM;83;ACAFRAO/CURCUMA MOIDO FINO PROCESSO/ENVASE;;KG;Produto-Intermediário;;;250;;;;;;0;;;;;;;;;
2025-44;118;TANQUE DE DILUIÇÃO DA CALDA FIBRA 17000L 1;84;CALDA (ALCOOL+ÁGUA+FRAC NUTRIENTE) 1000 PROCESSO;;TQ;Produto-Intermediário;10;10;10;10;10;10;10;1;0.04;;0,01000;;0,01000;0,01000;0,01000;;70;69.96
2025-44;100;EQUIPE MOAGEM;114;COENTRO MOIDO FINO PROCESSO/ENVASE;;KG;Produto-Intermediário;;;;150;;;;;0;;;;;;;;;
2025-44;24;SOPRO MANUAL 4;120;GARRAFA BATOQUE 150 MOLHO TRANSLUCIDA;;UN;Produto-Intermediário;;17000;;;17000;17000;;;284.96940675711625;;203,51157;;;81,45783;;;;
2025-44;22;SOPRO MANUAL 2;121;GARRAFA ROSCA 2000 AMACIANTE/DESINFETANTE TRANSLUCIDA;;UN;Produto-Intermediário;;;;;;;;;0;;;;;;;;;
2025-44;23;SOPRO MANUAL 3;123;GARRAFA ROSCA 3400/3000 BARBECUE/LAVA ROUPAS TRANSLUCIDA;;UN;Produto-Intermediário;8000;;;8000;18000;;9000;;1142.5170068027212;;;102,04082;363,60544;605,61224;;173,29932;;
2025-44;22;SOPRO MANUAL 2;124;GARRAFA ROSCA 3400/3200 CATCHUP VERMELHA;;UN;Produto-Intermediário;4000;4000;500;;;;;;142.43448858833474;;142,43449;;;;;;;
2025-44;28;SOPRO AUTOMÁTICA 8;125;GARRAFA BATOQUE 500 DETERGENTE/LIMPA ALUMINIO TRANSLUCIDA;;UN;Produto-Intermediário;;;;34000;34000;34000;34000;;1882.3463997775925;;;;635,05699;227,35613;710,34195;309,59133;;
2025-44;27;SOPRO AUTOMÁTICA 7;126;GARRAFA BATOQUE 500 VINAGRE/TEMPERO/MOLHO TRANSLUCIDA;;UN;Produto-Intermediário;;68000;68000;68000;68000;68000;68000;;4043.6196830692243;;573,89491;474,39533;629,74701;1.462,05171;;903,53072;;
2025-44;26;SOPRO AUTOMÁTICA 6;126;GARRAFA BATOQUE 500 VINAGRE/TEMPERO/MOLHO TRANSLUCIDA;;UN;Produto-Intermediário;;39000;39000;39000;39000;39000;39000;;2119.4050597720325;;355,71309;462,80234;486,40534;258,46539;;556,01890;;
2025-44;25;SOPRO AUTOMÁTICA 5;129;GARRAFA ROSCA 830 BARBECUE TRANSLUCIDA;;UN;Produto-Intermediário;;;;50000;;;;;432.15102974828375;;;;432,15103;;;;;
2025-44;25;SOPRO AUTOMÁTICA 5;130;GARRAFA ROSCA 830/800 CATCHUP VERMELHA;;UN;Produto-Intermediário;;50000;;50000;;;;;190.05278116118555;;109,62241;;80,43037;;;;;
2025-44;102;EQUIPE KIT;133;KIT MOLHO DE TOMATE GENERICO 2800 PROCESSO;TERÇA;UN;Produto-Intermediário;;30;;;;;;;0;;;;;;;;;
2025-44;102;EQUIPE KIT;134;KIT MOLHO DE TOMATE ERVAS 2800 PROCESSO;TERÇA;UN;Produto-Intermediário;;30;;;;;;;0;;;;;;;;;
2025-44;102;EQUIPE KIT;137;KIT TEMPERO PO CARNES;TERÇA;UN;Produto-Intermediário;;6;;;;;;;0;;;;;;;;;
2025-44;102;EQUIPE KIT;151;KIT TEMPERO PO LEGUMES;QUARTA;UN;Produto-Intermediário;;8;;;;;;;0;;;;;;;;;
2025-44;100;EQUIPE MOAGEM;154;LOURO MOIDO FINO PROCESSO;;KG;Produto-Intermediário;;118;;;;;;;0;;;;;;;;;
2025-44;100;EQUIPE MOAGEM;193;PIMENTA PRETA MOIDA FINA PROCESSO/ENVASE;;KG;Produto-Intermediário;;;;150;;;;;0;;;;;;;;;
2025-44;120;TANQUE DE VINAGRE DE ENVASE 15000L 1 & 2;207;VINAGRE 4,4% 1000 PROCESSO/ENVASE;;TQ;Produto-Intermediário;30;30;30;15;30;;;;0.18;;0,03000;0,01500;0,04500;0,09000;;;;
2025-44;107;TANQUE ALIMENTO 2800 - PREPARAÇÃO FRIA;288;TEMPERO SEM PIMENTA 2800 ENVASE;;TQ;Produto-Intermediário;;;;4;;;;;0.0007142857142857143;;;0,00071;0,00071;;;;;
2025-44;106;TANQUE ALIMENTO 1400 - PREPARAÇÃO FRIA;297;MOLHO INGLES 1400 ENVASE;;TQ;Produto-Intermediário;;;;3;;;;;0.002142857142857143;;;;0,00214;;;;;
2025-44;106;TANQUE ALIMENTO 1400 - PREPARAÇÃO FRIA;299;MOLHO DE ALHO 1400 ENVASE;;TQ;Produto-Intermediário;;;;;5;;;;0.0035714285714285713;;;;;0,00357;;;;
2025-44;106;TANQUE ALIMENTO 1400 - PREPARAÇÃO FRIA;300;MOLHO SHOYU 1400 ENVASE;;TQ;Produto-Intermediário;;;2;;3;;;;0.0014285714285714286;;;0,00143;;;;;;
2025-44;104;RIBBON BLENDER 200 & MISTURA MANUAL - PREPARAÇÃO SECA;379;CANELA PO SADIO/DATERRA 100 ENVASE;;TQ;Produto-Intermediário;;2;;;;;;;0.02;;0,02000;;;;;;;
2025-44;106;TANQUE ALIMENTO 1400 - PREPARAÇÃO FRIA;485;PINGO MOLHO DE PIMENTA EXTRA FORTE 1400 ENVASE;;TQ;Produto-Intermediário;;;;3;;;;;0.002142857142857143;;;;0,00214;;;;;
2025-44;107;TANQUE ALIMENTO 2800 - PREPARAÇÃO FRIA;513;TEMPERO COMPLETO/CASEIRO CLARO/REDES 2800 ENVASE;;TQ;Produto-Intermediário;;4;4;1;5;;;;0.0033928571428571428;;0,00143;0,00107;0,00036;0,00054;;;;
2025-44;102;EQUIPE KIT;720;KIT TEMPERO SEM PIMENTA PROCESSO;QUINTA;UN;Produto-Intermediário;;4;;;;;;;0;;;;;;;;;
2025-44;101;EQUIPE FRACIONADO;1359;FRACIONADO 2,0KG ACIDO CITRICO;SEGUNDA;UN;Produto-Intermediário;;180;180;;;;;;7.2;;;7,20000;;;;;;
2025-44;101;EQUIPE FRACIONADO;1360;FRACIONADO 3,5KG AROMA NAT LIQUIDO ALHO CRAMER;TERÇA;UN;Produto-Intermediário;;;;;10;;;;0.01;;;;;0,01000;;;;
2025-44;101;EQUIPE FRACIONADO;1362;FRACIONADO 1,4KG BENZOATO DE SODIO;QUARTA;UN;Produto-Intermediário;;;100;100;;;;;0;;;;;;;;;
2025-44;20;CATCHUP 180-200-380;1365;CATCHUP TRADICIONAL 200G SADIO;;CX;Venda;;;950;;;;;;1013;;;1.013,00000;;;;;;
2025-44;101;EQUIPE FRACIONADO;1368;FRACIONADO 0,4KG CORANTE PO AMARELO CREPUSCULO;SEXTA;UN;Produto-Intermediário;;;;127;;;;;0;;;;;;;;;
2025-44;101;EQUIPE FRACIONADO;1371;FRACIONADO 2,0KG GOMA XANTANA MESH 80;SEGUNDA;UN;Produto-Intermediário;;50;60;;;;;;0;;;;;;;;;
2025-44;20;CATCHUP 180-200-380;1372;MOSTARDA AMARELA 190G SADIO;;CX;Venda;;;;;950;;;;870;;;;;870,00000;;;;
2025-44;101;EQUIPE FRACIONADO;1375;FRACIONADO 5,0KG OREGANO FLOCO PERUANO;DEMANDA;UN;Produto-Intermediário;;;3;;;;;;0.24;;;0,24000;;;;;;
2025-44;101;EQUIPE FRACIONADO;1376;FRACIONADO 4,0KG MANJERICAO FLOCO;DEMANDA;UN;Produto-Intermediário;;;3;;;;;;0;;;;;;;;;
2025-44;101;EQUIPE FRACIONADO;1377;FRACIONADO 1,4KG SORBATO DE POTASSIO;QUARTA;UN;Produto-Intermediário;;;100;100;;;;;0;;;;;;;;;
2025-44;101;EQUIPE FRACIONADO;1378;FRACIONADO 2,0KG SORBATO DE POTASSIO;QUARTA;UN;Produto-Intermediário;;;20;;;;;;0;;;;;;;;;
2025-44;101;EQUIPE FRACIONADO;1379;FRACIONADO 10,0KG SAL REFINADO IODADO;TERÇA;UN;Produto-Intermediário;;50;;;;;;;2;;2,00000;;;;;;;
2025-44;101;EQUIPE FRACIONADO;1381;FRACIONADO 5,0KG FUBA DE MILHO GROSSA FECOMIX 425;;UN;Produto-Intermediário;;;3;8;;;;;0.22;;;0,06000;0,16000;;;;;
2025-44;101;EQUIPE FRACIONADO;1382;FRACIONADO 5,0KG ACUCAR CRISTAL PARA PREPARACAO;TERÇA;UN;Produto-Intermediário;;220;104;;;;;;6.08;;4,00000;2,08000;;;;;;
2025-44;20;CATCHUP 180-200-380;1383;CATCHUP TRADICIONAL 380G SADIO;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-44;101;EQUIPE FRACIONADO;1384;FRACIONADO 0,46KG CORANTE PURO/PASTA ALHO (0,20 E, 0,06 M, 0,2 S);SEXTA;UN;Produto-Intermediário;;;;;30;;;;0;;;;;;;;;
2025-44;101;EQUIPE FRACIONADO;1386;FRACIONADO 6KG FIBRA ALIMENTAR;SEXTA;UN;Produto-Intermediário;;;;;30;;;;0;;;;;;;;;
2025-44;101;EQUIPE FRACIONADO;1387;FRACIONADO 2,7KG CORANTE MOLHO DE TOMATE 2800 (1,5 CARAMELO + 1,2 CARMIM);QUINTA;UN;Produto-Intermediário;;;;40;;;;;0;;;;;;;;;
2025-44;121;TANQUE DE VINAGRE PREPARAÇÃO 15000L 1 & 2;1433;VINAGRE PREPARACAO 1% 1000 PROCESSO;;TQ;Produto-Intermediário;30;30;30;30;30;30;30;1;0.075;;0,01500;0,01500;0,03000;0,01500;;;210;209.925
2025-44;5;MOLHINHO 150 1;1531;MOLHO DE PIMENTA EXTRA FORTE 150ML PINGO;;CX;Venda;;;;;1071;;;;818;;;;;818,00000;;;;
2025-44;21;SOPRO MANUAL 1;1614;GARRAFA ROSCA 200 CATCHUP VERMELHA;;UN;Produto-Intermediário;5000;9000;;;;;;;300.2860411899313;185,86957;114,41648;;;;;;;
2025-44;21;SOPRO MANUAL 1;1616;GARRAFA ROSCA 180 MOSTARDA AMARELA AMARELA;;UN;Produto-Intermediário;;;9000;;;;;;121.51841868823001;;;121,51842;;;;;;
2025-44;101;EQUIPE FRACIONADO;1710;FRACIONADO 0,25KG CORANTE DIOXIDO DE TITANIO;SEXTA;UN;Produto-Intermediário;;;;;30;;;;0;;;;;;;;;
2025-44;101;EQUIPE FRACIONADO;1711;FRACIONADO 0,5KG EDTA DISSODICO;SEXTA;UN;Produto-Intermediário;;;;;2;;;;0;;;;;;;;;
2025-44;117;ACETADOR 45000L V1200 1;1716;VINAGRE BRUTO 8-9% 1000 PROCESSO;;TQ;Produto-Intermediário;20;20;20;40;20;20;20;1;0.1;0,01000;0,01000;;0,02000;;0,01000;;160;159.9
2025-44;105;MISTURADOR 200 PURO ALHO - PREPARAÇÃO FRIA;2132;PURO ALHO SADIO/PASTA DE ALHO PREDILETO-MP 174 ENVASE;;TQ;Produto-Intermediário;;;15;15;;;;;0.08620689655172414;;;0,08621;;;;;;
2025-44;127;60-5000 MANUAL LIQUIDO 1;2266;VINAGRE DE ALCOOL 5L SADIO;;CX;Venda;;;;;535;;;;146;;;;;146,00000;;;;
2025-44;1;VINAGRE 500 1;3172;VINAGRE DE ALCOOL 500ML LETO;;CX;Venda;;5847;6375;;;;;;8524;;3.731,00000;4.793,00000;;;;;;
2025-44;14;TEMPERO SECO MANUAL 1;3337;LOURO PC 4G SADIO;;CX;Venda;;40;;;;;;;23;;23,00000;;;;;;;
2025-44;13;TEMPERO SECO SACHE 1;3338;CANELA EM CASCA PC 10G SADIO;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-44;13;TEMPERO SECO SACHE 1;3347;SALSA PC 10G SADIO;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-44;12;CANELA 35G PÓ;3356;CANELA PO POTE 35G SADIO;;CX;Venda;;510;;;230;;;;425;;346,00000;;;79,00000;;;;
2025-44;1;VINAGRE 500 1;7281;VINAGRE DE ALCOOL LIMAO 500ML SADIO;;CX;Venda;;;;2500;;;;;2343;;;;2.343,00000;;;;;
2025-44;13;TEMPERO SECO SACHE 1;7303;OREGANO PC 200G SADIO;;CX;Venda;;460;;;;;;;229;;229,00000;;;;;;;
2025-44;120;TANQUE DE VINAGRE DE ENVASE 15000L 1 & 2;7478;VINAGRE LIMAO 1000 ENVASE;;TQ;Produto-Intermediário;;;;15;;;;;0.015;;;;0,01500;;;;;
2025-44;14;TEMPERO SECO MANUAL 1;7488;PIMENTA PRETA REFIL 40G MR MAKER;;CX;Venda;;;;;180;;;;62;;;;;62,00000;;;;
2025-44;14;TEMPERO SECO MANUAL 1;7535;SAL DO HIMALAIA MOEDOR 110G MR MAKER;;CX;Venda;;;;;15;;;;20;;;;;20,00000;;;;
2025-44;3;TEMPERO 500 1 & 2;7568;TEMPERO CASEIRO COMPLETO CLARO AZUL 500G SADIO;;CX;Venda;;;;948;660;;;;253;;;;253,00000;;;;;
2025-44;105;MISTURADOR 200 PURO ALHO - PREPARAÇÃO FRIA;8012;ALHO REIDRATADO PARA TEMPERO/MOLHO DE ALHO 170 PROCESSO;;TQ;Produto-Intermediário;;4;;;;;;;0.023529411764705882;;0,02353;;;;;;;
2025-44;9;CATCHUP 750-800-830;8145;MOLHO SHOYU 750ML SADIO;;CX;Venda;;204;306;;;;;;242;;;242,00000;;;;;;
2025-44;9;CATCHUP 750-800-830;8146;CATCHUP TRADICIONAL 830G SADIO;;CX;Venda;;856;756;350;240;;;;1118;;520,00000;75,00000;296,00000;227,00000;;;;
2025-44;9;CATCHUP 750-800-830;8147;BARBECUE TRADICIONAL 830G SADIO;;CX;Venda;;;;;240;;;;227;;;;;227,00000;;;;
2025-44;8;MOLHO DE TOMATE 300 1 & 2;8148;MOLHO DE TOMATE TRADICIONAL 300G SADIO;;CX;Venda;1800;2100;900;900;2100;1800;1800;2;5156;1.275,00000;1.710,00000;247,00000;160,00000;1.764,00000;;;11400;6244
2025-44;8;MOLHO DE TOMATE 300 1 & 2;8148;MOLHO DE TOMATE TRADICIONAL 300G SADIO;;KG;Venda;1800;2100;900;900;2100;1800;1800;2;37123.20371232037;9.180,00092;12.312,00123;1.778,40018;1.152,00012;12.700,80127;;;11400;-25723.20371232037
2025-44;8;MOLHO DE TOMATE 300 1 & 2;8149;MOLHO DE TOMATE PIZZA 300G SADIO;;KG;Venda;;;;1200;;;;;8481.600848160086;;;;8.481,60085;;;;;
2025-44;8;MOLHO DE TOMATE 300 1 & 2;8149;MOLHO DE TOMATE PIZZA 300G SADIO;;CX;Venda;;;;1200;;;;;1178;;;;1.178,00000;;;;;
2025-44;8;MOLHO DE TOMATE 300 1 & 2;8151;MOLHO DE TOMATE MANJERICAO 300G SADIO;;CX;Venda;;;1200;;;;;;1157;;;1.157,00000;;;;;;
2025-44;8;MOLHO DE TOMATE 300 1 & 2;8151;MOLHO DE TOMATE MANJERICAO 300G SADIO;;KG;Venda;;;1200;;;;;;8330.400833040083;;;8.330,40083;;;;;;
2025-44;3;TEMPERO 500 1 & 2;8278;TEMPERO CASEIRO CONDIMENTADO CLARO VERM 500G SADIO;;CX;Venda;;264;1320;;;;;;1352;;220,00000;1.132,00000;;;;;;
2025-44;13;TEMPERO SECO SACHE 1;8721;ACAFRAO/CURCUMA MOIDO PC 20G SADIO;;CX;Venda;;;460;;510;;;;1518;;;419,00000;;340,00000;;;;
2025-44;110;TANQUE ALIMENTO 2200 - PREPARAÇÃO QUENTE;8728;BARBECUE 2200 ENVASE;;TQ;Produto-Intermediário;;;;;1;;;;0.00045454545454545455;;;;;0,00045;;;;
2025-44;111;TANQUE ALIMENTO 2800 - PREPARAÇÃO QUENTE;8729;MOLHO DE TOMATE TRADICIONAL 2800 ENVASE;;TQ;Produto-Intermediário;3;5;;4;4;;;;0.003928571428571429;0,00107;0,00107;;0,00071;0,00107;;;;
2025-44;110;TANQUE ALIMENTO 2200 - PREPARAÇÃO QUENTE;8730;CATCHUP SADIO 2200 ENVASE;;TQ;Produto-Intermediário;2;4;2;;1;;;;0.0027272727272727275;0,00045;0,00136;0,00045;;0,00045;;;;
2025-44;111;TANQUE ALIMENTO 2800 - PREPARAÇÃO QUENTE;8732;MOLHO DE TOMATE PIZZA 2800 ENVASE;;TQ;Produto-Intermediário;;;;3;;;;;0.0010714285714285715;;;;0,00107;;;;;
2025-44;111;TANQUE ALIMENTO 2800 - PREPARAÇÃO QUENTE;8733;MOLHO DE TOMATE MANJERICAO 2800 ENVASE;;TQ;Produto-Intermediário;;;3;;;;;;0.0010714285714285715;;;0,00107;;;;;;
2025-44;119;TANQUE DE CRISTALIZAÇÃO VINAGRE BRUTO 18000L 1 & 2;8940;VINAGRE CRISTALIZADO 8-9% 1000 PROCESSO;;TQ;Produto-Intermediário;72;72;72;72;72;72;72;1;0.144;;0,01800;;0,01800;;0,01800;0,01800;504;503.856
2025-44;9;CATCHUP 750-800-830;8974;MOSTARDA AMARELA 800G SADIO;;CX;Venda;;;;;240;;;;130;;;;;130,00000;;;;
2025-44;110;TANQUE ALIMENTO 2200 - PREPARAÇÃO QUENTE;9022;CATCHUP LETO 2200 ENVASE;;TQ;Produto-Intermediário;;1;3;3;1;;;;0.0018181818181818182;;;0,00045;;0,00136;;;;
2025-44;110;TANQUE ALIMENTO 2200 - PREPARAÇÃO QUENTE;9023;MOSTARDA AMARELA 2200 ENVASE;;TQ;Produto-Intermediário;;;;1;1;;;;0.0009090909090909091;;;;0,00045;0,00045;;;;
2025-44;9;CATCHUP 750-800-830;9073;CATCHUP TRADICIONAL 3,2KG LETO;;CX;Venda;;;;682;;;;;103;;;;103,00000;;;;;
2025-44;9;CATCHUP 750-800-830;9095;CATCHUP TRADICIONAL 3,2KG FRINEX;;CX;Venda;;;;168;;;;;168;;;;168,00000;;;;;
2025-44;108;TANQUE ALIMENTO 200 - PREPARAÇÃO FRIA;9408;EMOLIENTE AMIDO FRIO 200 PROCESSO;;TQ;Produto-Intermediário;;;3;3;;;;;0.015;;;0,01500;;;;;;
2025-44;15;CATCHUP SACHE 6G 1;9529;CATCHUP SACHE 150/6G LETO;;CX;Venda;119;119;119;119;119;;;;223;30,00000;56,00000;;76,00000;61,00000;;;;
2025-44;3;TEMPERO 500 1 & 2;9651;TEMPERO GOURMET ERVAS FINAS 500G MR MAKER;;CX;Venda;;;;;230;;;;0;;;;;;;;;
2025-44;3;TEMPERO 500 1 & 2;9655;TEMPERO GOURMET ALHO E CEBOLA 500G MR MAKER;;CX;Venda;;;;;230;;;;238;;;;;238,00000;;;;
2025-44;11;AÇUCAR/ADOÇANTE PÓ 5-0,5 1;9659;ACUCAR CRISTAL PREMIUM 400/5G SADIO;;CX;Venda;176;176;176;176;176;;;;433;81,00000;168,00000;134,00000;42,00000;8,00000;;;;
2025-44;10;TEMPERO PÓ 1;9664;TEMPERO PO FEIJAO 50G SADIO;;CX;Venda;;;;;;;;;0;;;;;;;;;
2025-44;10;TEMPERO PÓ 1;9665;TEMPERO PO FRANGO 50G SADIO;;CX;Venda;;;350;15;;;;;278;;;267,00000;11,00000;;;;;
2025-44;10;TEMPERO PÓ 1;9666;TEMPERO PO LEGUMES 50G SADIO;;CX;Venda;;;;350;80;;;;378;;;;324,00000;54,00000;;;;
2025-44;14;TEMPERO SECO MANUAL 1;9693;CHIMICHURRI POTE 90G MR MAKER;;CX;Venda;;;;;120;;;;44;;;;;44,00000;;;;
2025-44;14;TEMPERO SECO MANUAL 1;9694;DRY RUB POTE 160G MR MAKER;;CX;Venda;;;;70;;;;;63;;;;63,00000;;;;;
2025-44;17;DETERGENTE 500 1;9880;DETERGENTE LIMAO 500ML TANLUX;;CX;Venda;;;1530;;;;;;1425;;;1.425,00000;;;;;;
2025-44;17;DETERGENTE 500 1;9881;DETERGENTE MACA 500ML TANLUX;;CX;Venda;;;;;765;;;;604;;;;;604,00000;;;;
2025-44;17;DETERGENTE 500 1;9882;DETERGENTE NEUTRO 500ML TANLUX;;CX;Venda;;;;1530;;;;;1030;;;;1.030,00000;;;;;
2025-44;17;DETERGENTE 500 1;9883;DETERGENTE COCO 500ML TANLUX;;CX;Venda;;;;;765;;;;728;;;;;728,00000;;;;
2025-44;17;DETERGENTE 500 1;9884;LIMPA ALUMINIO 500ML TANLUX;;CX;Venda;;630;;;;;;;428;;428,00000;;;;;;;
2025-44;19;2000-3000-5000 MANUAL LIMPEZA 1;9885;DETERGENTE LIMAO 5L TANLUX;;CX;Venda;;;;200;;;;;120;;;;120,00000;;;;;
2025-44;19;2000-3000-5000 MANUAL LIMPEZA 1;9887;DETERGENTE NEUTRO 5L TANLUX;;CX;Venda;;;100;;;;;;70;;;70,00000;;;;;;
2025-44;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9889;DETERGENTE MACA 2L TANLUX;;CX;Venda;;;166;;;;;;97;;;97,00000;;;;;;
2025-44;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9890;DETERGENTE NEUTRO 2L TANLUX;;CX;Venda;;;166;;;;;;97;;;97,00000;;;;;;
2025-44;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9892;AMACIANTE FLORAL 2L TANLUX;;CX;Venda;;95;;;;;;;84;;84,00000;;;;;;;
2025-44;18;AMACIANTE/DESINFETANTE/LAVA-ROUPAS MANUAL 1;9894;AMACIANTE HARMONIA 2L TANLUX;;CX;Venda;;95;;;;;;;83;;83,00000;;;;;;;
